sample,cellID,trueBrlen,method,estBrlen
s7c5/k10_r4,b'16_5',0.258,problin,0.28722190679772686
s7c5/k10_r4,b'15_6',0.252,spalin,0.26362172400892575
s7c5/k10_r4,b'15_6',0.252,problin,0.282221906809691
s7c5/k10_r4,b'16_7',0.006,spalin,0.041557051737707726
s7c5/k10_r4,b'16_7',0.006,problin,0.004999999988035825
s7c5/k10_r4,b'16_6',0.006,spalin,0.041557051737707726
s7c5/k10_r4,b'16_6',0.006,problin,0.004999999988035825
s7c5/k10_r4,b'66_6',0.306,spalin,0.26737819213528286
s7c5/k10_r4,b'66_6',0.306,problin,0.3613650286119509
s7c5/k10_r4,b'10_7',0.264,spalin,0.23925107464504233
s7c5/k10_r4,b'10_7',0.264,problin,0.28187215885092926
s7c5/k10_r4,b'16_9',0.036000000000000004,spalin,0.03338774406462859
s7c5/k10_r4,b'16_9',0.036000000000000004,problin,0.00500000004439795
s7c5/k10_r4,b'16_8',0.036000000000000004,spalin,0.03338774406462859
s7c5/k10_r4,b'16_8',0.036000000000000004,problin,0.00500000004439795
s7c5/k10_r4,b'07_8',0.246,spalin,0.2186139062608993
s7c5/k10_r4,b'07_8',0.246,problin,0.2818721589071582
s7c5/k10_r4,b'16_11',0.054,spalin,0.05402491244877164
s7c5/k10_r4,b'16_11',0.054,problin,0.004999999988168994
s7c5/k10_r4,b'16_10',0.054,spalin,0.05402491244877164
s7c5/k10_r4,b'16_10',0.054,problin,0.004999999988168994
s7c5/k10_r5,b'irtual',0.0,spalin,0.005
s7c5/k10_r5,b'irtual',0.0,problin,0.005000000818598641
s7c5/k10_r5,b'86_2',1.11,spalin,0.8658573375004269
s7c5/k10_r5,b'86_2',1.11,problin,0.9943223302820899
s7c5/k10_r5,b'16_4',0.18,spalin,0.08637826779538067
s7c5/k10_r5,b'16_4',0.18,problin,0.004999999262301384
s7c5/k10_r5,b'16_3',0.18,spalin,0.08637826779538067
s7c5/k10_r5,b'16_3',0.18,problin,0.004999999262301384
s7c5/k10_r5,b'5_2',0.264,spalin,0.4259165555134433
s7c5/k10_r5,b'5_2',0.264,problin,0.4028798480793423
s7c5/k10_r5,b'59_8',0.684,spalin,0.41077828629140745
s7c5/k10_r5,b'59_8',0.684,problin,0.5864424822361729
s7c5/k10_r5,b'08_10',0.294,spalin,0.07201650182620443
s7c5/k10_r5,b'08_10',0.294,problin,0.0049999999693526994
s7c5/k10_r5,b'16_13',0.048,spalin,0.043524261664752414
s7c5/k10_r5,b'16_13',0.048,problin,0.004999999259523446
s7c5/k10_r5,b'16_12',0.048,spalin,0.043524261664752414
s7c5/k10_r5,b'16_12',0.048,problin,0.004999999259523446
s7c5/k10_r5,b'05_10',0.276,spalin,0.09240147742826862
s7c5/k10_r5,b'05_10',0.276,problin,0.0049999999693526994
s7c5/k10_r5,b'16_15',0.066,spalin,0.02313928606268822
s7c5/k10_r5,b'16_15',0.066,problin,0.004999999259523446
s7c5/k10_r5,b'16_14',0.066,spalin,0.02313928606268822
s7c5/k10_r5,b'16_14',0.066,problin,0.004999999259523446
s7c5/k10_r5,b'15_3',0.42,spalin,0.355225857089576
s7c5/k10_r5,b'15_3',0.42,problin,0.37924532661557053
s7c5/k10_r5,b'73_5',0.34800000000000003,spalin,0.005000000049334863
s7c5/k10_r5,b'73_5',0.34800000000000003,problin,0.005000003531628536
s7c5/k10_r5,b'16_5',0.258,spalin,0.1660931926434534
s7c5/k10_r5,b'16_5',0.258,problin,0.21219715131785005
s7c5/k10_r5,b'15_6',0.252,spalin,0.14163465742556175
s7c5/k10_r5,b'15_6',0.252,problin,0.20719715147330123
s7c5/k10_r5,b'16_7',0.006,spalin,0.02445853521789166
s7c5/k10_r5,b'16_7',0.006,problin,0.004999999844548821
s7c5/k10_r5,b'16_6',0.006,spalin,0.02445853521789166
s7c5/k10_r5,b'16_6',0.006,problin,0.004999999844548821
s7c5/k10_r5,b'66_6',0.306,spalin,0.08472389403643
s7c5/k10_r5,b'66_6',0.306,problin,0.13247989090050794
s7c5/k10_r5,b'10_7',0.264,spalin,0.06891168440639188
s7c5/k10_r5,b'10_7',0.264,problin,0.07971726371071257
s7c5/k10_r5,b'16_9',0.036000000000000004,spalin,0.017457614249966398
s7c5/k10_r5,b'16_9',0.036000000000000004,problin,0.0050000002382580904
s7c5/k10_r5,b'16_8',0.036000000000000004,spalin,0.017457614249966398
s7c5/k10_r5,b'16_8',0.036000000000000004,problin,0.0050000002382580904
s7c5/k10_r5,b'07_8',0.246,spalin,0.0050000000174323395
s7c5/k10_r5,b'07_8',0.246,problin,0.0049999991428046975
s7c5/k10_r5,b'16_11',0.054,spalin,0.08136929863892595
s7c5/k10_r5,b'16_11',0.054,problin,0.07971726480616596
s7c5/k10_r5,b'16_10',0.054,spalin,0.08136929863892595
s7c5/k10_r5,b'16_10',0.054,problin,0.07971726480616596
s13c4/k10_r1,b'irtual',0.0,spalin,0.0050000000172594206
s13c4/k10_r1,b'irtual',0.0,problin,0.004999990397132339
s13c4/k10_r1,b'2_1',0.486,spalin,0.3894109861992732
s13c4/k10_r1,b'2_1',0.486,problin,0.44063340528161177
s13c4/k10_r1,b'38_3',0.336,spalin,0.49812689686174344
s13c4/k10_r1,b'38_3',0.336,problin,0.5510512067163639
s13c4/k10_r1,b'98_5',0.36,spalin,0.15020551644055066
s13c4/k10_r1,b'98_5',0.36,problin,0.015543969871174679
s13c4/k10_r1,b'16_6',0.108,spalin,0.1658898426342052
s13c4/k10_r1,b'16_6',0.108,problin,0.21525332073959014
s13c4/k10_r1,b'16_5',0.108,spalin,0.1658898426342052
s13c4/k10_r1,b'16_5',0.108,problin,0.21525332073959014
s13c4/k10_r1,b'94_6',0.336,spalin,0.1760275509977948
s13c4/k10_r1,b'94_6',0.336,problin,0.129638877226385
s13c4/k10_r1,b'16_8',0.132,spalin,0.14006780807696106
s13c4/k10_r1,b'16_8',0.132,problin,0.10115841338437981
s13c4/k10_r1,b'16_7',0.132,spalin,0.14006780807696106
s13c4/k10_r1,b'16_7',0.132,problin,0.10115841338437981
s13c4/k10_r1,b'36_1',0.324,spalin,0.49915667921629503
s13c4/k10_r1,b'36_1',0.324,problin,0.4404893517949337
s13c4/k10_r1,b'91_3',0.33,spalin,0.2623929288871965
s13c4/k10_r1,b'91_3',0.33,problin,0.3363591526200968
s13c4/k10_r1,b'16_4',0.15,spalin,0.052672647833007784
s13c4/k10_r1,b'16_4',0.15,problin,0.0049999929120981826
s13c4/k10_r1,b'16_3',0.15,spalin,0.052672647833007784
s13c4/k10_r1,b'16_3',0.15,problin,0.0049999929120981826
s13c4/k10_r1,b'80_1',0.264,spalin,0.005
s13c4/k10_r1,b'80_1',0.264,problin,0.005000028042432972
s13c4/k10_r1,b'16_2',0.216,spalin,0.31006557672031493
s13c4/k10_r1,b'16_2',0.216,problin,0.336359117489762
s13c4/k10_r1,b'16_1',0.216,spalin,0.31006557672031493
s13c4/k10_r1,b'16_1',0.216,problin,0.336359117489762
s13c4/k10_r1,b'2_2',0.186,spalin,0.12402057211467357
s13c4/k10_r1,b'2_2',0.186,problin,0.1259848253933509
s13c4/k10_r1,b'3_6',0.306,spalin,0.17519896384809452
s13c4/k10_r1,b'3_6',0.306,problin,0.24815769376908967
s13c4/k10_r1,b'41_9',0.34800000000000003,spalin,0.20691225116867756
s13c4/k10_r1,b'41_9',0.34800000000000003,problin,0.1117705655179887
s13c4/k10_r1,b'11_16',0.42,spalin,0.5477506104964897
s13c4/k10_r1,b'11_16',0.42,problin,0.5476644287147185
s13c4/k10_r1,b'16_18',0.03,spalin,0.14975084450783685
s13c4/k10_r1,b'16_18',0.03,problin,0.18890439677204587
s13c4/k10_r1,b'16_17',0.03,spalin,0.14975084450783685
s13c4/k10_r1,b'16_17',0.03,problin,0.18890439677204587
s13c4/k10_r1,b'03_16',0.372,spalin,0.6086453796464817
s13c4/k10_r1,b'03_16',0.372,problin,0.5553661933852089
s13c4/k10_r1,b'16_20',0.078,spalin,0.08885607535784487
s13c4/k10_r1,b'16_20',0.078,problin,0.18120263210155554
s13c4/k10_r1,b'16_19',0.078,spalin,0.08885607535784487
s13c4/k10_r1,b'16_19',0.078,problin,0.18120263210155554
s13c4/k10_r1,b'39_10',0.336,spalin,0.7305217104195826
s13c4/k10_r1,b'39_10',0.336,problin,0.6607273931991573
s13c4/k10_r1,b'03_17',0.384,spalin,0.10241813774035553
s13c4/k10_r1,b'03_17',0.384,problin,0.18261197339831137
s13c4/k10_r1,b'16_22',0.078,spalin,0.07147385801306595
s13c4/k10_r1,b'16_22',0.078,problin,0.00500002440728439
s13c4/k10_r1,b'16_21',0.078,spalin,0.07147385801306595
s13c4/k10_r1,b'16_21',0.078,problin,0.00500002440728439
s13c4/k10_r1,b'93_16',0.324,spalin,0.07311294259855795
s13c4/k10_r1,b'93_16',0.324,problin,0.1826120034873687
s13c4/k10_r1,b'16_24',0.138,spalin,0.10077905315486353
s13c4/k10_r1,b'16_24',0.138,problin,0.004999994318227069
s13c4/k10_r1,b'16_23',0.138,spalin,0.10077905315486353
s13c4/k10_r1,b'16_23',0.138,problin,0.004999994318227069
s13c4/k10_r1,b'8_3',0.276,spalin,0.3230400863031269
s13c4/k10_r1,b'8_3',0.276,problin,0.3073325477434821
s13c4/k10_r1,b'16_13',0.8280000000000001,spalin,0.7565725837179718
s13c4/k10_r1,b'16_13',0.8280000000000001,problin,0.7891645370303607
s13c4/k10_r1,b'04_14',0.756,spalin,0.5982475907252905
s13c4/k10_r1,b'04_14',0.756,problin,0.60387411354704
s13c4/k10_r1,b'16_16',0.07200000000000001,spalin,0.15832499299268118
s13c4/k10_r1,b'16_16',0.07200000000000001,problin,0.18529042348332067
s13c4/k10_r1,b'16_15',0.07200000000000001,spalin,0.15832499299268118
s13c4/k10_r1,b'16_15',0.07200000000000001,problin,0.18529042348332067
s13c4/k10_r2,b'irtual',0.0,spalin,0.005
s13c4/k10_r2,b'irtual',0.0,problin,0.004999999587950296
s13c4/k10_r2,b'2_1',0.486,spalin,0.278145345874464
s13c4/k10_r2,b'2_1',0.486,problin,0.3382577482662498
s13c4/k10_r2,b'38_3',0.336,spalin,0.28173395152980735
s13c4/k10_r2,b'38_3',0.336,problin,0.26612488363594683
s13c4/k10_r2,b'98_5',0.36,spalin,0.2392770145631291
s13c4/k10_r2,b'98_5',0.36,problin,0.20726677193441856
s13c4/k10_r2,b'16_6',0.108,spalin,0.12223157963637908
s13c4/k10_r2,b'16_6',0.108,problin,0.12205028373838088
s13c4/k10_r2,b'16_5',0.108,spalin,0.12223157963637908
s13c4/k10_r2,b'16_5',0.108,problin,0.12205028373838088
s13c4/k10_r2,b'94_6',0.336,spalin,0.28538001964808557
s13c4/k10_r2,b'94_6',0.336,problin,0.3243170560227246
s13c4/k10_r2,b'16_8',0.132,spalin,0.07612857455142262
s13c4/k10_r2,b'16_8',0.132,problin,0.004999999650074859
s13c4/k10_r2,b'16_7',0.132,spalin,0.07612857455142262
s13c4/k10_r2,b'16_7',0.132,problin,0.004999999650074859
s13c4/k10_r2,b'36_1',0.324,spalin,0.2888842995758123
s13c4/k10_r2,b'36_1',0.324,problin,0.14733243291711204
s13c4/k10_r2,b'91_3',0.33,spalin,0.30987138960105864
s13c4/k10_r2,b'91_3',0.33,problin,0.4431095067046104
s13c4/k10_r2,b'16_4',0.15,spalin,0.04448685655244464
s13c4/k10_r2,b'16_4',0.15,problin,0.004999999687023872
s13c4/k10_r2,b'16_3',0.15,spalin,0.04448685655244464
s13c4/k10_r2,b'16_3',0.15,problin,0.004999999687023872
s13c4/k10_r2,b'80_1',0.264,spalin,0.19867719537597392
s13c4/k10_r2,b'80_1',0.264,problin,0.2573139209381135
s13c4/k10_r2,b'16_2',0.216,spalin,0.15568105077752942
s13c4/k10_r2,b'16_2',0.216,problin,0.19079558545352077
s13c4/k10_r2,b'16_1',0.216,spalin,0.15568105077752942
s13c4/k10_r2,b'16_1',0.216,problin,0.19079558545352077
s13c4/k10_r2,b'2_2',0.186,spalin,0.14352817931054943
s13c4/k10_r2,b'2_2',0.186,problin,0.14897986649392647
s13c4/k10_r2,b'3_6',0.306,spalin,0.1258710841843336
s13c4/k10_r2,b'3_6',0.306,problin,0.1984714737763355
s13c4/k10_r2,b'41_9',0.34800000000000003,spalin,0.04986387695335257
s13c4/k10_r2,b'41_9',0.34800000000000003,problin,0.0050000014917227775
s13c4/k10_r2,b'11_16',0.42,spalin,0.5404525081357757
s13c4/k10_r2,b'11_16',0.42,problin,0.5762483464908195
s13c4/k10_r2,b'16_18',0.03,spalin,0.06167224301976815
s13c4/k10_r2,b'16_18',0.03,problin,0.004999999723868014
s13c4/k10_r2,b'16_17',0.03,spalin,0.06167224301976815
s13c4/k10_r2,b'16_17',0.03,problin,0.004999999723868014
s13c4/k10_r2,b'03_16',0.372,spalin,0.5751323204826392
s13c4/k10_r2,b'03_16',0.372,problin,0.5762483464908195
s13c4/k10_r2,b'16_20',0.078,spalin,0.026992430672904764
s13c4/k10_r2,b'16_20',0.078,problin,0.0049999997238679905
s13c4/k10_r2,b'16_19',0.078,spalin,0.026992430672904764
s13c4/k10_r2,b'16_19',0.078,problin,0.0049999997238679905
s13c4/k10_r2,b'39_10',0.336,spalin,0.3569420199210276
s13c4/k10_r2,b'39_10',0.336,problin,0.22305721226940106
s13c4/k10_r2,b'03_17',0.384,spalin,0.17169927718089265
s13c4/k10_r2,b'03_17',0.384,problin,0.16156791849748434
s13c4/k10_r2,b'16_22',0.078,spalin,0.12334733100697629
s13c4/k10_r2,b'16_22',0.078,problin,0.20162321693952487
s13c4/k10_r2,b'16_21',0.078,spalin,0.12334733100697629
s13c4/k10_r2,b'16_21',0.078,problin,0.20162321693952487
s13c4/k10_r2,b'93_16',0.324,spalin,0.13398303455401145
s13c4/k10_r2,b'93_16',0.324,problin,0.17476412162206287
s13c4/k10_r2,b'16_24',0.138,spalin,0.16106357363385745
s13c4/k10_r2,b'16_24',0.138,problin,0.18842701381494634
s13c4/k10_r2,b'16_23',0.138,spalin,0.16106357363385745
s13c4/k10_r2,b'16_23',0.138,problin,0.18842701381494634
s13c4/k10_r2,b'8_3',0.276,spalin,0.005000000001462691
s13c4/k10_r2,b'8_3',0.276,problin,0.00499999998115787
s13c4/k10_r2,b'16_13',0.8280000000000001,spalin,0.7728597122917674
s13c4/k10_r2,b'16_13',0.8280000000000001,problin,0.7797198215015879
s13c4/k10_r2,b'04_14',0.756,spalin,0.6548007076244843
s13c4/k10_r2,b'04_14',0.756,problin,0.6454321480573256
s13c4/k10_r2,b'16_16',0.07200000000000001,spalin,0.11805900466728307
s13c4/k10_r2,b'16_16',0.07200000000000001,problin,0.1342876734442623
s13c4/k10_r2,b'16_15',0.07200000000000001,spalin,0.11805900466728307
s13c4/k10_r2,b'16_15',0.07200000000000001,problin,0.1342876734442623
s13c4/k10_r3,b'irtual',0.0,spalin,0.005
s13c4/k10_r3,b'irtual',0.0,problin,0.004999996389780385
s13c4/k10_r3,b'2_1',0.486,spalin,0.1410452858602951
s13c4/k10_r3,b'2_1',0.486,problin,0.1456187360589477
s13c4/k10_r3,b'38_3',0.336,spalin,0.30290180141891976
s13c4/k10_r3,b'38_3',0.336,problin,0.2967642210316745
s13c4/k10_r3,b'98_5',0.36,spalin,0.6093079128799697
s13c4/k10_r3,b'98_5',0.36,problin,0.695088778982682
s13c4/k10_r3,b'16_6',0.108,spalin,0.06103091273466839
s13c4/k10_r3,b'16_6',0.108,problin,0.0049999971641816994
s13c4/k10_r3,b'16_5',0.108,spalin,0.06103091273466839
s13c4/k10_r3,b'16_5',0.108,problin,0.0049999971641816994
s13c4/k10_r3,b'94_6',0.336,spalin,0.6033207670177688
s13c4/k10_r3,b'94_6',0.336,problin,0.6950887789509363
s13c4/k10_r3,b'16_8',0.132,spalin,0.06701805859686924
s13c4/k10_r3,b'16_8',0.132,problin,0.004999997195927291
s13c4/k10_r3,b'16_7',0.132,spalin,0.06701805859686924
s13c4/k10_r3,b'16_7',0.132,problin,0.004999997195927291
s13c4/k10_r3,b'36_1',0.324,spalin,0.21168847041534342
s13c4/k10_r3,b'36_1',0.324,problin,0.18194270879554555
s13c4/k10_r3,b'91_3',0.33,spalin,0.7243346725362613
s13c4/k10_r3,b'91_3',0.33,problin,0.8099102910241573
s13c4/k10_r3,b'16_4',0.15,spalin,0.03721748408195326
s13c4/k10_r3,b'16_4',0.15,problin,0.004999997358835196
s13c4/k10_r3,b'16_3',0.15,spalin,0.03721748408195326
s13c4/k10_r3,b'16_3',0.15,problin,0.004999997358835196
s13c4/k10_r3,b'80_1',0.264,spalin,0.6901878773739205
s13c4/k10_r3,b'80_1',0.264,problin,0.8099102910241573
s13c4/k10_r3,b'16_2',0.216,spalin,0.07136427924429387
s13c4/k10_r3,b'16_2',0.216,problin,0.004999997358835201
s13c4/k10_r3,b'16_1',0.216,spalin,0.07136427924429387
s13c4/k10_r3,b'16_1',0.216,problin,0.004999997358835201
s13c4/k10_r3,b'2_2',0.186,spalin,0.35072574741940593
s13c4/k10_r3,b'2_2',0.186,problin,0.3812613743499391
s13c4/k10_r3,b'3_6',0.306,spalin,0.07204347435476513
s13c4/k10_r3,b'3_6',0.306,problin,0.13166935947132016
s13c4/k10_r3,b'41_9',0.34800000000000003,spalin,0.4168548272450651
s13c4/k10_r3,b'41_9',0.34800000000000003,problin,0.4263259079411875
s13c4/k10_r3,b'11_16',0.42,spalin,0.212960420811269
s13c4/k10_r3,b'11_16',0.42,problin,0.19821508331843804
s13c4/k10_r3,b'16_18',0.03,spalin,0.06170144306334791
s13c4/k10_r3,b'16_18',0.03,problin,0.005000011952745924
s13c4/k10_r3,b'16_17',0.03,spalin,0.06170144306334791
s13c4/k10_r3,b'16_17',0.03,problin,0.005000011952745924
s13c4/k10_r3,b'03_16',0.372,spalin,0.25157484443235695
s13c4/k10_r3,b'03_16',0.372,problin,0.19821509708055188
s13c4/k10_r3,b'16_20',0.078,spalin,0.023087019442259955
s13c4/k10_r3,b'16_20',0.078,problin,0.004999998190632111
s13c4/k10_r3,b'16_19',0.078,spalin,0.023087019442259955
s13c4/k10_r3,b'16_19',0.078,problin,0.004999998190632111
s13c4/k10_r3,b'39_10',0.336,spalin,0.4531610155773549
s13c4/k10_r3,b'39_10',0.336,problin,0.26778879094846253
s13c4/k10_r3,b'03_17',0.384,spalin,0.1982698268339378
s13c4/k10_r3,b'03_17',0.384,problin,0.35675221246266475
s13c4/k10_r3,b'16_22',0.078,spalin,0.04008584870838928
s13c4/k10_r3,b'16_22',0.078,problin,0.004999999801244276
s13c4/k10_r3,b'16_21',0.078,spalin,0.04008584870838928
s13c4/k10_r3,b'16_21',0.078,problin,0.004999999801244276
s13c4/k10_r3,b'93_16',0.324,spalin,0.005000000001041981
s13c4/k10_r3,b'93_16',0.324,problin,0.005000000594372687
s13c4/k10_r3,b'16_24',0.138,spalin,0.23335567554128508
s13c4/k10_r3,b'16_24',0.138,problin,0.35675221166953636
s13c4/k10_r3,b'16_23',0.138,spalin,0.23335567554128508
s13c4/k10_r3,b'16_23',0.138,problin,0.35675221166953636
s13c4/k10_r3,b'8_3',0.276,spalin,0.6161397068620533
s13c4/k10_r3,b'8_3',0.276,problin,0.7512103661899566
s13c4/k10_r3,b'16_13',0.8280000000000001,spalin,0.1474204586123938
s13c4/k10_r3,b'16_13',0.8280000000000001,problin,0.009999996493735105
s13c4/k10_r3,b'04_14',0.756,spalin,0.0831677164308244
s13c4/k10_r3,b'04_14',0.756,problin,0.004999998778902783
s13c4/k10_r3,b'16_16',0.07200000000000001,spalin,0.0642527421815694
s13c4/k10_r3,b'16_16',0.07200000000000001,problin,0.004999997714832323
s13c4/k10_r3,b'16_15',0.07200000000000001,spalin,0.0642527421815694
s13c4/k10_r3,b'16_15',0.07200000000000001,problin,0.004999997714832323
s13c4/k10_r4,b'irtual',0.0,spalin,0.005
s13c4/k10_r4,b'irtual',0.0,problin,0.004999997544398506
s13c4/k10_r4,b'2_1',0.486,spalin,0.8953703543617076
s13c4/k10_r4,b'2_1',0.486,problin,0.9761857258044522
s13c4/k10_r4,b'38_3',0.336,spalin,0.42626158620256116
s13c4/k10_r4,b'38_3',0.336,problin,0.4523419472754779
s13c4/k10_r4,b'98_5',0.36,spalin,0.2621181548905468
s13c4/k10_r4,b'98_5',0.36,problin,0.23347125412745992
s13c4/k10_r4,b'16_6',0.108,spalin,0.10964708641804208
s13c4/k10_r4,b'16_6',0.108,problin,0.004999998943406966
s13c4/k10_r4,b'16_5',0.108,spalin,0.10964708641804208
s13c4/k10_r4,b'16_5',0.108,problin,0.004999998943406966
s13c4/k10_r4,b'94_6',0.336,spalin,0.23208878998434132
s13c4/k10_r4,b'94_6',0.336,problin,0.23347124975428069
s13c4/k10_r4,b'16_8',0.132,spalin,0.1396764513242476
s13c4/k10_r4,b'16_8',0.132,problin,0.005000003316586195
s13c4/k10_r4,b'16_7',0.132,spalin,0.1396764513242476
s13c4/k10_r4,b'16_7',0.132,problin,0.005000003316586195
s13c4/k10_r4,b'36_1',0.324,spalin,0.1672714601701159
s13c4/k10_r4,b'36_1',0.324,problin,0.0050000028995330886
s13c4/k10_r4,b'91_3',0.33,spalin,0.2934431746490757
s13c4/k10_r4,b'91_3',0.33,problin,0.21545796531345002
s13c4/k10_r4,b'16_4',0.15,spalin,0.3373121926919585
s13c4/k10_r4,b'16_4',0.15,problin,0.4703552321333617
s13c4/k10_r4,b'16_3',0.15,spalin,0.3373121926919585
s13c4/k10_r4,b'16_3',0.15,problin,0.4703552321333617
s13c4/k10_r4,b'80_1',0.264,spalin,0.49954246977494077
s13c4/k10_r4,b'80_1',0.264,problin,0.6808131976292794
s13c4/k10_r4,b'16_2',0.216,spalin,0.13121289756609344
s13c4/k10_r4,b'16_2',0.216,problin,0.004999999817532347
s13c4/k10_r4,b'16_1',0.216,spalin,0.13121289756609344
s13c4/k10_r4,b'16_1',0.216,problin,0.004999999817532347
s13c4/k10_r4,b'2_2',0.186,spalin,0.005
s13c4/k10_r4,b'2_2',0.186,problin,0.0049999975457469354
s13c4/k10_r4,b'3_6',0.306,spalin,0.6861180635064932
s13c4/k10_r4,b'3_6',0.306,problin,0.9185815054580595
s13c4/k10_r4,b'41_9',0.34800000000000003,spalin,0.49456594823249594
s13c4/k10_r4,b'41_9',0.34800000000000003,problin,0.3737172942971279
s13c4/k10_r4,b'11_16',0.42,spalin,0.4008616634453831
s13c4/k10_r4,b'11_16',0.42,problin,0.3647001253188373
s13c4/k10_r4,b'16_18',0.03,spalin,0.10685150671234749
s13c4/k10_r4,b'16_18',0.03,problin,0.005000004122693581
s13c4/k10_r4,b'16_17',0.03,spalin,0.10685150671234749
s13c4/k10_r4,b'16_17',0.03,problin,0.005000004122693581
s13c4/k10_r4,b'03_16',0.372,spalin,0.31843152416563586
s13c4/k10_r4,b'03_16',0.372,problin,0.005000002314237731
s13c4/k10_r4,b'16_20',0.078,spalin,0.1892816459920947
s13c4/k10_r4,b'16_20',0.078,problin,0.3647001271272931
s13c4/k10_r4,b'16_19',0.078,spalin,0.1892816459920947
s13c4/k10_r4,b'16_19',0.078,problin,0.3647001271272931
s13c4/k10_r4,b'39_10',0.336,spalin,0.7622045936135051
s13c4/k10_r4,b'39_10',0.336,problin,0.36826811494481926
s13c4/k10_r4,b'03_17',0.384,spalin,0.17418795274265264
s13c4/k10_r4,b'03_17',0.384,problin,0.3701493089604945
s13c4/k10_r4,b'16_22',0.078,spalin,0.06588657203406874
s13c4/k10_r4,b'16_22',0.078,problin,0.004999999833344967
s13c4/k10_r4,b'16_21',0.078,spalin,0.06588657203406874
s13c4/k10_r4,b'16_21',0.078,problin,0.004999999833344967
s13c4/k10_r4,b'93_16',0.324,spalin,0.00500000013062981
s13c4/k10_r4,b'93_16',0.324,problin,0.00500006083145588
s13c4/k10_r4,b'16_24',0.138,spalin,0.23507452464609158
s13c4/k10_r4,b'16_24',0.138,problin,0.37014924796238363
s13c4/k10_r4,b'16_23',0.138,spalin,0.23507452464609158
s13c4/k10_r4,b'16_23',0.138,problin,0.37014924796238363
s13c4/k10_r4,b'8_3',0.276,spalin,0.6349761777092222
s13c4/k10_r4,b'8_3',0.276,problin,0.5728892657741457
s13c4/k10_r4,b'16_13',0.8280000000000001,spalin,1.0534210041874976
s13c4/k10_r4,b'16_13',0.8280000000000001,problin,1.0891096634225725
s13c4/k10_r4,b'04_14',0.756,spalin,0.8628486603966269
s13c4/k10_r4,b'04_14',0.756,problin,0.8542823775670793
s13c4/k10_r4,b'16_16',0.07200000000000001,spalin,0.19057234379087068
s13c4/k10_r4,b'16_16',0.07200000000000001,problin,0.2348272858554934
s13c4/k10_r4,b'16_15',0.07200000000000001,spalin,0.19057234379087068
s13c4/k10_r4,b'16_15',0.07200000000000001,problin,0.2348272858554934
s13c4/k10_r5,b'irtual',0.0,spalin,0.005
s13c4/k10_r5,b'irtual',0.0,problin,0.004999997652975786
s13c4/k10_r5,b'2_1',0.486,spalin,0.5348826524570536
s13c4/k10_r5,b'2_1',0.486,problin,0.5649668702205625
s13c4/k10_r5,b'38_3',0.336,spalin,0.21219111701627819
s13c4/k10_r5,b'38_3',0.336,problin,0.23527670361790892
s13c4/k10_r5,b'98_5',0.36,spalin,0.17992378561587358
s13c4/k10_r5,b'98_5',0.36,problin,0.0641286933754125
s13c4/k10_r5,b'16_6',0.108,spalin,0.15545196083346566
s13c4/k10_r5,b'16_6',0.108,problin,0.25703574293529513
s13c4/k10_r5,b'16_5',0.108,spalin,0.15545196083346566
s13c4/k10_r5,b'16_5',0.108,problin,0.25703574293529513
s13c4/k10_r5,b'94_6',0.336,spalin,0.26756000916759864
s13c4/k10_r5,b'94_6',0.336,problin,0.316164438057181
s13c4/k10_r5,b'16_8',0.132,spalin,0.06781573728174059
s13c4/k10_r5,b'16_8',0.132,problin,0.0049999982535266566
s13c4/k10_r5,b'16_7',0.132,spalin,0.06781573728174059
s13c4/k10_r5,b'16_7',0.132,problin,0.0049999982535266566
s13c4/k10_r5,b'36_1',0.324,spalin,0.24951487497101774
s13c4/k10_r5,b'36_1',0.324,problin,0.18446680215607325
s13c4/k10_r5,b'91_3',0.33,spalin,0.25846952924841243
s13c4/k10_r5,b'91_3',0.33,problin,0.366974338719388
s13c4/k10_r5,b'16_4',0.15,spalin,0.03958245924618733
s13c4/k10_r5,b'16_4',0.15,problin,0.004999999053155275
s13c4/k10_r5,b'16_3',0.15,spalin,0.03958245924618733
s13c4/k10_r5,b'16_3',0.15,problin,0.004999999053155275
s13c4/k10_r5,b'80_1',0.264,spalin,0.005000000004797641
s13c4/k10_r5,b'80_1',0.264,problin,0.004999999016442214
s13c4/k10_r5,b'16_2',0.216,spalin,0.29305198848980213
s13c4/k10_r5,b'16_2',0.216,problin,0.3669743387561011
s13c4/k10_r5,b'16_1',0.216,spalin,0.29305198848980213
s13c4/k10_r5,b'16_1',0.216,problin,0.3669743387561011
s13c4/k10_r5,b'2_2',0.186,spalin,0.21238288161663393
s13c4/k10_r5,b'2_2',0.186,problin,0.2346567521324256
s13c4/k10_r5,b'3_6',0.306,spalin,0.239671281611846
s13c4/k10_r5,b'3_6',0.306,problin,0.3464812544036019
s13c4/k10_r5,b'41_9',0.34800000000000003,spalin,0.25684898459975924
