experiment,method,est_sigma
s6c3_k10_r3_,spalin-divide-beta5-spatialonly,1.453896184482243
s6c3_k10_r3_,spalin,2.938184995217327
s6c3_k10_r3_,spalin-divide-beta1,1.670214204491646
s6c3_k10_r3_,spalin-divide-beta3,1.57962073126211
s6c3_k10_r3_,spalin-divide-beta5,1.485535445697062
s6c3_k10_r3_,spalin-divide-beta7,1.387885274501357
s6c3_k10_r3_,spalin-divide-beta10,1.197383409893787
s6c3_k10_r4_,spalin-spatialonly,3.637659315440128
s6c3_k10_r4_,spalin-divide-beta5-spatialonly,1.453881581132044
s6c3_k10_r4_,spalin,2.969342036434207
s6c3_k10_r4_,spalin-divide-beta1,1.6788290585103
s6c3_k10_r4_,spalin-divide-beta3,1.587058119549208
s6c3_k10_r4_,spalin-divide-beta5,1.491632009886649
s6c3_k10_r4_,spalin-divide-beta7,1.380466510741918
s6c3_k10_r4_,spalin-divide-beta10,1.199484358703895
s6c3_k10_r5_,spalin-spatialonly,3.637659315440128
s6c3_k10_r5_,spalin-divide-beta5-spatialonly,1.453911105481814
s6c3_k10_r5_,spalin,3.64544097302659
s6c3_k10_r5_,spalin-divide-beta1,1.863121002378806
s6c3_k10_r5_,spalin-divide-beta3,1.76908812722451
s6c3_k10_r5_,spalin-divide-beta5,1.663662904896189
s6c3_k10_r5_,spalin-divide-beta7,1.525635685843628
s6c3_k10_r5_,spalin-divide-beta10,1.34009424653115
s10c1_k10_r1_,spalin-spatialonly,4.31671978180553
s10c1_k10_r1_,spalin-divide-beta5-spatialonly,1.763275968124803
s10c1_k10_r1_,spalin,3.27757857277461
s10c1_k10_r1_,spalin-divide-beta1,1.768719628645852
s10c1_k10_r1_,spalin-divide-beta3,1.682750180671647
s10c1_k10_r1_,spalin-divide-beta5,1.593206863715267
s10c1_k10_r1_,spalin-divide-beta7,1.500241484996612
s10c1_k10_r1_,spalin-divide-beta10,1.304921398120039
s10c1_k10_r2_,spalin-spatialonly,4.31671978180553
s10c1_k10_r2_,spalin-divide-beta5-spatialonly,1.82553668560594
s10c1_k10_r2_,spalin,3.503626184352296
s10c1_k10_r2_,spalin-divide-beta1,1.828417214913406
s10c1_k10_r2_,spalin-divide-beta3,1.739404602824608
s10c1_k10_r2_,spalin-divide-beta5,1.646947278727388
s10c1_k10_r2_,spalin-divide-beta7,1.551610764008685
s10c1_k10_r2_,spalin-divide-beta10,1.29950892612905
s10c1_k10_r3_,spalin-spatialonly,4.31671978180553
s10c1_k10_r3_,spalin-divide-beta5-spatialonly,1.82467718970658
s10c1_k10_r3_,spalin,2.95025793190428
s10c1_k10_r3_,spalin-divide-beta1,1.67874238679269
s10c1_k10_r3_,spalin-divide-beta3,1.599249772502108
s10c1_k10_r3_,spalin-divide-beta5,1.517610396275478
s10c1_k10_r3_,spalin-divide-beta7,1.43454046829448
s10c1_k10_r3_,spalin-divide-beta10,1.267763687964181
s10c1_k10_r4_,spalin-spatialonly,4.31671978180553
s10c1_k10_r4_,spalin-divide-beta5-spatialonly,1.821278186843914
s10c1_k10_r4_,spalin,3.06070373612033
s10c1_k10_r4_,spalin-divide-beta1,1.709651473459853
s10c1_k10_r4_,spalin-divide-beta3,1.628104812223126
s10c1_k10_r4_,spalin-divide-beta5,1.544245443622229
s10c1_k10_r4_,spalin-divide-beta7,1.458926698804417
s10c1_k10_r4_,spalin-divide-beta10,1.218033178787281
s10c1_k10_r5_,spalin-spatialonly,4.31671978180553
s10c1_k10_r5_,spalin-divide-beta5-spatialonly,1.8198886175657
s10c1_k10_r5_,spalin,3.385825401276353
s10c1_k10_r5_,spalin-divide-beta1,1.797250422109335
s10c1_k10_r5_,spalin-divide-beta3,1.709256900006942
s10c1_k10_r5_,spalin-divide-beta5,1.61797103367979
s10c1_k10_r5_,spalin-divide-beta7,1.5236668220876
s10c1_k10_r5_,spalin-divide-beta10,1.325362854689468
s2c2_k10_r1_,spalin-spatialonly,3.68485370211859
s2c2_k10_r1_,spalin-divide-beta5-spatialonly,1.258398048707403
s2c2_k10_r1_,spalin,2.129528128522053
s2c2_k10_r1_,spalin-divide-beta1,1.415257585742956
s2c2_k10_r1_,spalin-divide-beta3,1.32400698500958
s2c2_k10_r1_,spalin-divide-beta5,1.228582420848416
s2c2_k10_r1_,spalin-divide-beta7,1.129395030356183
s2c2_k10_r1_,spalin-divide-beta10,0.979552997864322
s2c2_k10_r2_,spalin-spatialonly,3.68485370211859
s2c2_k10_r2_,spalin-divide-beta5-spatialonly,1.25840408152598
s2c2_k10_r2_,spalin,2.57250817188387
s2c2_k10_r2_,spalin-divide-beta1,1.553777353390116
s2c2_k10_r2_,spalin-divide-beta3,1.449092471010647
s2c2_k10_r2_,spalin-divide-beta5,1.338332030123817
s2c2_k10_r2_,spalin-divide-beta7,1.22129785778655
s2c2_k10_r2_,spalin-divide-beta10,1.04161948177743
s2c2_k10_r3_,spalin-spatialonly,3.68485370211859
s2c2_k10_r3_,spalin-divide-beta5-spatialonly,1.258394832261827
s2c2_k10_r3_,spalin,2.247148989750557
s2c2_k10_r3_,spalin-divide-beta1,1.451901291200462
s2c2_k10_r3_,spalin-divide-beta3,1.353752902497607
s2c2_k10_r3_,spalin-divide-beta5,1.25062633418832
s2c2_k10_r3_,spalin-divide-beta7,1.142996796485792
s2c2_k10_r3_,spalin-divide-beta10,0.983637750688427
s2c2_k10_r4_,spalin-spatialonly,3.68485370211859
s2c2_k10_r4_,spalin-divide-beta5-spatialonly,1.258416858563318
s2c2_k10_r4_,spalin,2.154052078275855
s2c2_k10_r4_,spalin-divide-beta1,1.42371086976054
s2c2_k10_r4_,spalin-divide-beta3,1.332199034557952
s2c2_k10_r4_,spalin-divide-beta5,1.235375762387699
s2c2_k10_r4_,spalin-divide-beta7,1.132978379593582
s2c2_k10_r4_,spalin-divide-beta10,0.972114503132393
s2c2_k10_r5_,spalin-spatialonly,3.68485370211859
s2c2_k10_r5_,spalin-divide-beta5-spatialonly,1.25847996942341
s2c2_k10_r5_,spalin,2.278087170080848
s2c2_k10_r5_,spalin-divide-beta1,1.461872175792937
s2c2_k10_r5_,spalin-divide-beta3,1.362940220993484
s2c2_k10_r5_,spalin-divide-beta5,1.259375892886322
s2c2_k10_r5_,spalin-divide-beta7,1.150819011959385
s2c2_k10_r5_,spalin-divide-beta10,0.985205683741588
